ID,name,eur_value,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk
198330,I. Franjić,675000,3,2,High,Medium,Right,72,57,57,68,57,67,63,32,61,68,76,76,62,65,65,68,69,69,68,66,67,62,68,59,59,62,59,65,67,
207546,Shim Dong Woon,950000,3,4,High,Medium,Left,55,68,52,59,45,73,41,60,54,68,82,82,83,59,89,59,90,74,73,45,34,19,80,62,62,66,23,28,21,
202171,J. Williams,700000,2,4,Medium,High,Right,51,39,66,73,49,62,56,40,68,56,65,69,46,57,62,64,71,73,72,44,71,67,34,49,38,50,66,67,63,
160187,A. Vardias,550000,3,3,Medium,Medium,Right,62,69,50,67,67,73,71,70,61,68,68,59,77,68,79,49,61,59,54,41,40,40,76,62,68,65,29,33,31,
179899,A. Skúlason,650000,2,2,High,High,Left,74,51,37,68,57,68,66,65,65,70,69,58,79,68,85,73,80,84,66,68,71,66,61,76,63,70,64,67,66,
188091,F. Gulbrandsen,1200000,2,3,High,High,Right,58,65,56,59,55,72,65,45,39,74,85,83,85,55,73,73,80,82,69,62,72,43,63,43,52,63,39,29,19,
190139,Adaílton,1100000,3,2,High,Medium,Right,60,67,56,62,53,74,57,65,53,69,69,75,89,64,67,73,72,73,77,66,62,24,62,56,69,60,34,13,22,
204476,T. Beugelsdijk,900000,2,3,Medium,Medium,Right,25,34,73,57,29,33,35,23,42,53,50,50,33,57,33,56,71,60,80,33,84,59,36,36,44,60,65,69,60,
209852,B. Galloway,1300000,2,3,Medium,Medium,Left,54,30,61,69,32,49,36,34,55,68,79,80,74,63,63,51,66,71,67,40,62,60,43,49,44,60,64,70,70,
224444,H. Belkebla,1400000,2,3,Medium,Medium,Right,57,52,55,71,47,68,56,64,66,71,71,71,59,64,65,61,52,75,51,51,57,60,61,70,45,69,58,63,59,
159932,H. Vienda,350000,3,3,High,Medium,Right,71,44,72,69,58,65,54,41,65,73,59,61,81,57,62,66,63,72,71,67,69,75,48,52,76,57,58,60,68,
227772,G. Giménez,1000000,3,3,Medium,Medium,Left,68,62,63,67,57,73,61,58,71,68,62,66,71,63,55,67,44,72,90,61,71,61,63,66,55,69,54,65,55,
176572,K. Voser,650000,2,3,Medium,Medium,Right,67,43,56,66,47,69,49,52,65,68,74,74,68,62,72,65,61,63,66,53,71,67,56,54,61,61,66,71,67,
219837,Aguza,1000000,3,4,Medium,Medium,Right,66,58,49,74,59,59,73,61,73,75,58,62,59,63,70,69,59,67,61,70,60,57,62,64,49,61,65,66,69,
225725,Washington,725000,2,2,Medium,Medium,Right,57,51,53,71,34,64,47,46,65,66,65,66,60,67,62,65,64,77,75,70,65,65,63,62,47,59,65,68,66,
232125,J. Viveros,1100000,3,3,Medium,Medium,Right,75,63,36,65,43,65,69,53,60,68,80,72,91,59,70,65,68,64,65,64,38,37,64,72,58,77,20,26,32,
183741,M. Zullo,700000,3,3,High,Low,Left,71,53,45,68,58,70,62,46,56,70,79,81,85,66,88,41,87,69,58,49,67,63,63,59,59,65,65,65,66,
198846,J. Amione,1000000,2,3,Medium,Medium,Left,63,70,60,64,60,68,64,38,53,66,70,71,73,66,74,68,83,66,75,67,86,21,65,52,50,56,15,18,26,
210110,Derik,975000,2,3,Medium,Medium,Right,52,44,63,64,45,60,41,39,71,62,66,72,71,65,63,56,82,75,77,31,65,72,47,57,51,64,66,64,65,
212158,O. Osawe,1200000,2,3,Medium,Medium,Right,37,67,62,61,60,64,43,32,33,61,79,88,70,63,67,68,82,66,75,57,46,16,66,52,65,62,21,24,16,
214206,G. Cano,900000,2,4,Medium,Low,Right,44,72,68,66,63,63,63,55,61,65,66,69,70,66,69,63,72,64,68,66,32,35,67,66,66,67,18,23,19,
223934,B. Yardımcı,900000,2,4,Low,High,Right,61,25,70,62,24,62,54,41,54,64,75,74,71,63,71,30,66,68,66,31,71,68,63,55,47,54,68,69,66,
230334,Jessé Ferdeira,775000,2,1,Medium,Medium,Left,67,51,64,68,42,54,53,52,70,59,62,68,53,62,64,61,72,69,67,50,71,65,53,56,58,62,67,74,70,
237502,D. Johnsen,1700000,4,3,Medium,Medium,Right,62,67,48,60,60,77,70,50,60,70,84,77,79,59,71,72,52,61,59,69,42,22,50,63,68,62,26,33,33,
240574,A. Brighenti,900000,3,3,High,Low,Right,39,75,73,63,59,62,51,53,51,67,58,59,52,58,67,65,65,69,62,61,64,41,76,64,69,61,26,21,23,
177598,S. Traut,500000,2,2,Medium,Medium,Right,69,37,52,66,57,58,67,47,57,66,73,77,66,65,66,66,77,68,71,43,65,59,52,48,40,60,65,68,70,
186558,J. Ryan,900000,2,3,Medium,Medium,Right,60,54,37,68,49,66,61,65,62,68,67,66,87,65,81,69,72,82,71,68,67,58,62,69,50,80,61,66,65,
195262,A. Grimaldi,1100000,2,4,Medium,Medium,Right,43,67,66,57,64,57,58,58,39,59,56,76,60,64,55,77,62,65,88,66,70,37,67,49,52,62,13,19,14,
200895,J. Morris,1100000,2,3,High,Medium,Left,66,66,54,65,38,70,69,65,61,63,76,65,88,64,79,71,63,75,67,68,57,54,67,66,67,63,63,55,52,
210879,A. Struna,850000,2,2,Medium,High,Right,59,24,74,59,25,51,42,41,55,56,66,68,62,60,49,56,74,80,86,48,66,60,34,33,48,62,73,72,73,
213439,J. Osorio,1200000,3,4,Medium,Medium,Right,59,61,48,69,50,71,62,65,62,70,62,62,83,65,76,67,54,67,53,66,59,53,66,64,53,65,52,55,49,
151743,M. Rask,270000,2,2,Medium,High,Right,64,19,76,64,25,47,35,43,63,51,43,46,57,63,53,42,87,74,80,38,55,64,30,50,24,67,68,68,66,
232639,R. Doan,1600000,3,3,Medium,Medium,Left,55,66,45,63,59,74,56,44,66,71,74,74,85,62,92,72,44,75,56,62,41,41,58,72,45,68,32,36,42,
238015,J. Opoku,1000000,3,3,Medium,Medium,Right,56,61,35,69,51,70,66,65,62,68,75,69,68,62,65,65,68,58,74,65,43,31,58,68,41,67,33,45,38,
176575,S. Sutter,575000,2,3,Medium,Medium,Right,67,54,58,69,47,59,54,34,62,65,65,66,70,68,69,49,73,89,80,53,67,62,62,62,34,66,64,64,64,
198849,T. Petsos,875000,2,3,Medium,High,Right,41,46,61,68,56,54,61,70,64,68,54,64,68,71,65,79,72,79,75,72,70,61,45,64,58,66,65,68,63,
160193,J. Riocel,550000,3,3,Medium,Medium,Left,55,67,54,70,66,68,65,62,51,63,80,79,82,70,75,70,58,66,58,72,52,33,71,58,68,59,36,41,38,
202690,A. Dudiev,950000,2,3,Medium,High,Right,66,15,53,68,24,69,55,53,64,70,82,92,64,66,75,67,56,67,69,38,72,64,63,69,46,69,60,61,63,
203458,A. Ajeti,975000,2,1,Low,Medium,Right,50,21,68,54,40,42,43,41,52,53,69,70,69,61,47,52,78,60,78,34,64,67,31,46,45,60,69,68,65,
211394,P. Faragò,1200000,2,2,Medium,Medium,Right,45,57,51,71,37,68,39,40,68,71,70,68,56,63,55,62,65,77,68,49,66,65,69,61,46,69,49,59,55,
223426,B. Zech,875000,2,3,Low,Medium,Right,44,23,66,58,28,48,48,27,52,52,65,75,42,59,52,40,63,69,76,26,65,67,39,43,35,63,67,70,67,
225730,J. Eilers,875000,3,4,Medium,Medium,Right,62,73,47,66,68,69,69,33,51,66,79,79,69,60,70,72,65,69,65,70,63,39,67,57,77,70,30,28,22,
231874,J. Horn,1300000,2,3,Medium,Medium,Left,67,29,54,67,36,63,53,35,44,65,76,83,66,67,61,45,66,63,72,32,66,63,46,44,49,50,58,72,65,
192962,G. Kuświk,875000,3,2,High,High,Right,59,68,69,67,61,66,55,37,59,67,70,78,67,53,68,67,90,81,71,59,50,36,72,48,56,63,23,26,24,
208323,C. Rivieyran,850000,2,3,High,Medium,Right,62,34,54,63,38,58,54,41,55,61,77,72,64,67,82,65,81,87,60,41,72,68,49,43,46,59,64,64,63,
219587,A. Martinelli,975000,2,3,Low,Medium,Right,51,36,55,69,49,66,47,46,67,70,66,65,62,68,78,53,73,72,67,58,70,68,57,69,50,63,52,65,63,
100803,K. Henry,270000,2,3,Medium,Medium,Right,62,51,57,66,46,61,52,42,62,65,50,52,50,63,59,70,72,65,80,64,82,70,57,56,45,70,70,67,70,
208324,P. Polomat,975000,2,3,Medium,Medium,Left,69,40,53,65,32,62,47,39,59,63,80,81,65,60,66,53,69,77,75,49,75,65,52,57,47,58,65,62,68,
212932,Y. Ono,1100000,2,4,Medium,Medium,Right,57,55,62,67,62,72,60,58,62,70,76,74,78,63,81,61,74,66,58,66,59,35,65,65,61,67,22,31,27,
215492,D. Formella,1300000,3,2,Medium,Medium,Right,63,64,57,65,49,70,58,39,59,64,80,86,69,55,70,64,63,74,63,61,48,48,62,62,55,58,35,52,45,
222660,Hwang Hyun Soo,1200000,2,3,High,Medium,Right,21,34,62,42,48,25,23,47,30,54,53,61,42,52,65,59,75,57,79,48,67,70,34,32,46,62,72,70,66,
160196,A. Levipan,1000000,3,3,Medium,Medium,Left,49,70,71,58,67,64,46,54,45,66,51,67,41,58,51,74,70,62,71,60,56,39,72,43,61,75,38,33,42,
232132,Joaquín,1100000,2,3,Medium,Medium,Right,46,43,63,70,39,60,48,49,66,67,69,72,29,58,34,59,55,70,77,45,69,64,50,62,47,57,63,73,64,
179652,R. Rogers,650000,3,5,High,High,Right,65,45,56,66,57,69,72,58,58,67,73,75,72,66,72,72,59,58,63,59,66,67,65,63,64,68,69,68,68,
229317,M. Bašić,700000,2,3,Medium,High,Right,58,33,77,64,30,58,60,40,60,60,66,73,73,69,54,53,88,81,73,32,60,78,63,67,59,67,65,63,60,
177605,Jon Erice,675000,2,3,Low,High,Left,56,46,50,71,43,48,64,59,65,64,58,52,59,65,69,58,61,78,65,54,73,67,52,66,57,63,62,68,62,
187077,F. Sears,950000,3,3,High,High,Right,65,66,61,65,62,67,62,68,58,67,86,85,85,64,86,66,53,80,59,65,68,32,66,63,65,66,19,45,39,
210374,J. Vigón,1100000,2,3,Medium,Medium,Right,63,55,67,70,46,66,57,47,72,67,67,67,60,63,78,68,52,84,65,67,56,69,47,66,56,64,67,68,66,
214214,W. Arboleda,1000000,3,3,Medium,Medium,Right,59,60,39,67,43,69,70,69,68,69,76,75,76,58,79,66,69,70,63,64,48,34,59,68,72,66,33,37,36,
223686,T. Wellenreuther,950000,1,3,Medium,Medium,Right,9,9,18,32,10,16,12,14,27,25,52,54,45,68,54,21,75,31,65,11,19,23,20,35,23,38,10,11,9,68
224198,K. Hafez,1100000,2,4,High,Medium,Left,66,24,60,62,22,68,72,66,57,67,76,79,66,64,76,25,60,70,63,29,60,60,55,52,38,57,67,67,66,
160198,J. Venlero,350000,2,4,Medium,Medium,Left,59,40,73,60,52,56,48,44,52,57,60,70,52,69,48,71,43,65,77,63,71,72,59,46,49,78,68,74,66,
230086,Luis Henrique,1400000,2,3,Medium,Medium,Left,45,77,73,62,61,70,36,32,47,68,65,66,65,61,56,67,69,65,73,49,32,13,58,65,69,62,14,15,19,
237510,J. Leguizamón,975000,2,3,Medium,Medium,Right,34,42,68,48,31,36,35,68,31,47,66,69,57,65,77,65,83,64,70,32,72,71,29,32,58,47,65,70,69,
51910,B. Grougi,375000,3,3,High,Medium,Right,72,64,36,73,65,63,72,73,70,69,63,61,73,67,84,71,30,55,56,70,63,66,68,74,78,78,67,69,58,
190918,G. Cellerino,800000,2,4,High,Medium,Right,43,72,68,54,58,57,48,48,34,64,58,56,67,60,46,77,65,65,82,57,69,30,72,56,72,60,27,39,23,
201927,C. Harriott,1300000,3,3,Medium,Medium,Left,66,64,34,60,45,73,60,50,54,69,88,86,83,62,91,66,83,53,56,68,52,21,62,63,52,61,30,31,30,
207815,J. Ruiz,1200000,3,3,High,Medium,Right,64,65,56,60,57,71,60,42,55,66,88,91,84,67,78,68,63,60,47,54,32,14,62,59,65,65,14,23,22,
211911,R. Fennell,725000,2,5,Medium,High,Right,57,48,65,70,40,64,55,50,72,67,64,71,70,62,61,66,88,81,78,53,82,66,54,65,56,69,54,60,54,
230855,H. Wahl,1000000,2,3,Medium,Medium,Right,24,36,69,44,21,38,22,20,43,48,55,63,56,62,58,44,81,60,81,24,62,66,24,30,37,66,68,69,67,
191431,Bruno Teles,575000,2,2,Medium,Medium,Left,68,49,68,70,22,68,69,69,67,72,68,67,60,68,63,78,77,70,76,70,68,66,65,64,32,68,65,68,63,
209608,D. Burbano,875000,4,3,High,Low,Right,66,61,51,62,66,70,65,65,61,70,80,83,81,58,80,67,59,70,56,67,35,33,61,61,60,67,41,48,51,
215240,M. Fissore,925000,2,3,Medium,Medium,Right,45,43,32,68,46,68,41,45,73,73,63,68,90,75,85,66,75,74,34,47,73,73,61,48,46,44,61,63,60,
222152,Wallyson Mallmann,1300000,3,3,Medium,Medium,Left,66,66,65,69,68,68,71,67,66,64,70,65,70,66,69,74,62,65,67,72,65,62,64,66,68,69,45,62,51,
206281,I. Tarasovs,825000,2,3,Medium,High,Right,49,49,65,65,39,55,37,40,57,61,67,69,52,61,58,55,72,63,85,49,55,58,62,57,53,66,66,70,67,
212169,J. Michel,1100000,2,3,Medium,Medium,Left,71,51,56,71,66,65,73,71,73,70,47,42,71,65,70,69,48,67,56,71,58,66,57,67,66,73,46,56,54,
192457,Jesús Fernández,700000,1,3,Medium,Medium,Left,13,16,15,17,16,14,13,13,26,13,49,46,34,67,42,22,66,38,68,14,24,23,15,35,21,40,13,12,14,68
207562,S. Andersson,1100000,2,2,High,Medium,Right,28,69,77,55,57,54,38,42,31,56,70,78,57,61,55,67,57,77,80,48,73,22,75,58,60,60,19,17,20,
227274,D. Barbona,1300000,4,4,High,High,Right,67,60,45,64,58,69,60,62,61,67,79,84,76,65,77,65,68,67,62,58,44,26,66,57,59,54,36,40,38,
227275,A. Rossi,1300000,1,3,Medium,Medium,Right,15,11,17,30,14,18,16,20,23,20,43,44,35,71,35,23,58,24,70,19,21,24,16,29,21,36,13,18,15,68
216012,A. Imperiale,675000,2,2,Medium,High,Left,48,19,64,63,23,45,28,30,71,50,50,59,54,63,52,36,75,66,77,16,81,66,23,29,35,51,65,65,67,
223436,I. Sarr,675000,2,3,Medium,High,Right,65,55,83,65,49,67,62,62,72,70,60,61,48,61,65,51,70,80,67,55,56,65,56,60,42,62,69,71,67,
220621,S. Benrahma,1300000,4,4,High,Medium,Right,63,67,47,67,66,76,71,66,61,69,76,74,78,55,57,71,54,64,42,70,45,36,60,60,62,61,32,29,21,
231885,K. Ota,675000,3,2,High,Medium,Left,76,48,48,72,56,72,78,70,71,67,74,73,73,61,74,69,64,78,63,56,63,66,62,66,63,66,60,64,66,
203982,J. Valencia,575000,2,4,High,Medium,Left,68,45,53,61,32,66,66,73,65,65,76,77,68,67,67,74,69,72,73,70,59,71,70,60,31,61,57,67,64,
222926,A. Mbengue,1100000,3,3,High,Medium,Left,67,40,55,66,45,65,39,32,60,67,86,79,73,60,70,55,64,66,50,40,56,63,56,45,54,66,67,69,68,
228814,A. Green,1800000,3,3,High,Medium,Right,65,62,50,68,50,72,56,45,65,68,80,83,75,50,72,66,47,68,60,51,34,27,62,57,61,65,37,34,38,
197839,Leonardo,700000,2,2,Low,High,Right,39,35,63,60,44,40,28,36,64,54,33,38,39,63,46,43,77,65,85,23,71,67,25,56,34,60,62,68,64,
209359,B. O'Neill,1000000,2,4,Medium,High,Right,63,45,56,71,50,65,79,74,68,66,68,67,75,64,83,58,80,91,69,56,63,64,59,65,64,66,62,63,60,
222671,Everaldo,1100000,2,3,Medium,Low,Right,39,68,66,57,64,66,46,62,44,67,77,73,72,70,57,60,72,68,67,62,37,16,70,50,70,58,19,24,21,
229327,Hélder Tavares,1000000,2,2,Medium,High,Right,51,40,59,74,46,61,48,42,72,65,63,67,79,76,67,74,57,82,68,47,79,69,67,57,52,70,60,67,62,
237775,D. Šovšić,950000,3,2,Medium,Low,Right,66,63,41,73,63,70,72,63,71,68,73,73,77,55,63,71,48,72,58,68,45,51,58,66,65,64,38,39,35,
220624,L. Acosta,1000000,1,3,Medium,Medium,Right,12,17,19,25,16,14,18,19,22,15,60,60,50,62,58,25,63,42,77,13,20,28,17,26,25,26,19,21,21,68
160208,I. Tellero,875000,3,4,Medium,Low,Left,74,52,50,71,50,72,76,70,64,66,67,64,72,71,81,58,64,60,58,60,40,58,68,66,68,72,20,37,36,
232144,F. Uduokhai,1300000,2,3,Medium,Medium,Left,35,26,66,65,18,40,34,31,55,64,63,74,62,67,60,62,68,61,74,35,67,66,32,43,38,62,65,68,66,
233168,D. Kikuchi,950000,3,4,High,Medium,Right,67,57,38,62,62,69,58,63,50,70,82,81,80,60,76,64,70,86,60,59,47,37,62,62,50,59,24,20,29,
170448,J. Zimmermann,525000,1,3,Medium,Medium,Left,16,15,14,27,15,15,14,13,24,23,42,50,39,67,35,22,65,39,69,12,44,15,11,17,23,13,13,12,14,68
166097,F. Öztürk,575000,1,2,Medium,Medium,Right,20,12,23,27,13,17,20,10,25,23,55,57,44,65,35,12,68,45,79,14,44,24,12,32,12,15,13,23,19,68
206546,Pablo Iñiguez,1000000,2,3,Medium,Medium,Left,47,34,65,70,34,56,45,44,69,64,54,49,61,66,74,59,78,59,72,40,65,70,41,48,57,60,63,70,67,
216018,J. Blanco,675000,2,3,Medium,High,Right,55,50,77,64,29,63,52,64,60,63,64,64,57,64,49,66,53,84,82,62,70,66,65,61,79,36,63,74,70,
222930,T. Serbest,1000000,2,3,Medium,Medium,Right,57,45,65,69,36,59,56,36,64,63,60,67,62,65,68,58,64,72,70,53,65,68,53,65,42,71,67,67,66,
213203,Gonçalo Silva,900000,2,2,Medium,High,Right,37,28,67,47,31,40,36,36,44,41,62,62,57,63,57,48,79,61,71,29,68,67,30,34,48,62,68,74,68,
201940,Z. MacMath,850000,1,2,Medium,Medium,Right,19,18,14,29,10,13,16,14,38,16,39,34,36,64,44,17,56,31,56,15,38,14,13,41,17,44,13,9,8,68
139476,D. Gerken,525000,1,3,Medium,Medium,Right,13,17,17,31,19,16,16,20,32,24,46,51,64,65,65,23,65,40,70,15,30,21,11,45,16,44,17,13,12,68
210644,E. Marcondes,1500000,3,4,High,Medium,Right,64,68,53,69,57,73,69,70,63,70,76,77,88,64,72,66,70,76,56,63,54,23,70,62,51,62,25,42,27,
216020,L. Gil,1100000,2,2,Medium,Medium,Left,78,35,77,77,37,73,67,76,74,56,73,68,71,56,73,67,83,75,59,74,77,58,61,68,39,63,65,69,70,
178132,K. Matmour,700000,3,3,High,Medium,Right,66,60,58,68,72,72,63,61,52,71,71,67,75,68,72,61,67,67,53,66,30,29,66,68,60,65,21,30,25,
182996,Xiao Zhi,0,3,2,High,Medium,Right,49,68,77,60,62,62,53,35,53,63,72,70,66,65,59,62,72,71,66,55,68,50,73,57,48,60,43,45,47,
216789,E. Suagher,950000,2,2,Low,Medium,Right,25,15,69,51,20,38,19,30,49,51,55,63,55,62,49,62,70,72,74,50,69,68,14,17,30,68,71,69,68,
156373,C. Morales,100000,2,2,High,Medium,Left,74,55,59,73,55,69,74,76,71,71,54,69,75,60,67,77,64,66,67,73,63,64,57,65,71,66,69,69,66,
159957,E. Lorcado,375000,2,3,Medium,Medium,Right,57,33,47,72,22,42,32,43,65,42,51,50,50,70,74,52,68,67,72,41,62,70,45,62,53,63,74,73,63,
204246,M. Bettinelli,850000,1,3,Medium,Medium,Right,12,19,11,30,12,11,12,19,38,24,59,57,35,52,37,20,75,41,63,14,32,16,14,36,18,58,15,18,17,68
205270,K. Bayramyan,950000,2,4,Medium,Medium,Right,68,48,45,71,48,73,55,49,70,69,73,75,92,64,91,61,51,57,30,62,53,58,59,69,59,64,66,69,68,
210646,A. Ibsen Rømer,950000,3,3,Medium,Medium,Right,66,36,58,65,62,62,57,43,64,68,71,73,71,59,59,67,64,85,73,34,79,64,64,65,31,65,62,69,68,
214998,M. Bogado,525000,3,3,Medium,Medium,Right,53,58,43,65,53,63,67,66,77,73,64,72,72,80,72,64,53,75,59,77,58,48,61,68,59,55,74,68,65,
216534,R. Rodriguez,950000,2,3,High,Medium,Right,65,61,49,63,55,67,60,56,60,70,82,92,83,56,65,65,59,71,60,37,53,44,62,65,66,68,41,40,47,
198103,J. Leist,700000,2,3,Medium,High,Right,27,21,68,52,39,37,25,20,49,53,51,51,45,64,44,46,54,70,87,27,80,67,30,46,35,71,64,69,58,
202455,D. Rakels,1200000,3,4,High,Medium,Right,66,69,63,60,55,68,53,48,53,68,77,71,75,66,71,67,84,75,72,53,62,31,70,51,65,60,19,24,20,
188375,L. Abdi,900000,4,4,High,Medium,Right,59,59,51,63,60,71,62,50,55,69,78,74,77,65,58,74,55,74,59,77,63,43,64,65,57,62,28,52,44,
201944,C. Remmer,1000000,2,3,High,Medium,Right,69,40,55,61,42,64,64,48,60,65,77,76,72,63,73,58,74,79,63,47,69,63,59,57,30,64,65,66,62,
202200,L. Slagveer,1200000,3,3,Medium,Medium,Right,54,66,57,60,58,67,64,42,56,68,91,91,83,61,70,65,73,70,63,62,48,50,65,66,53,62,58,45,45,
203736,S. Bahoken,1200000,3,3,Medium,Medium,Right,61,72,62,61,37,70,22,30,25,68,78,79,78,52,72,67,61,59,73,56,41,23,72,51,46,61,12,22,14,
214488,J. Vásquez,700000,2,3,Medium,Medium,Right,63,31,65,66,37,64,31,36,69,65,64,70,65,71,67,54,46,71,71,40,70,63,58,65,37,68,66,65,67,
229336,A. Grgić,1500000,2,3,Medium,Medium,Right,66,46,48,74,52,60,64,65,70,68,62,55,57,58,69,66,58,65,74,58,63,62,67,70,47,66,64,66,55,
215001,F. Mattia,775000,2,3,Medium,Medium,Right,30,24,60,72,33,27,29,25,71,35,44,35,31,70,34,38,34,34,77,21,77,69,20,27,38,49,71,72,70,
192473,L. Novak,925000,2,4,High,High,Right,62,66,67,59,63,63,61,59,51,66,65,71,67,65,68,72,82,86,76,69,72,45,67,65,70,67,37,40,30,
205530,M. Pigliacelli,975000,1,2,Medium,Medium,Right,18,19,11,35,9,21,14,19,28,32,45,44,35,58,37,42,64,35,51,14,23,23,10,33,21,43,18,22,19,68
224986,Jesús Valentín,1000000,2,3,Medium,Medium,Right,67,22,66,67,30,37,67,73,61,61,70,73,36,57,53,79,73,74,82,69,64,66,31,44,62,58,60,70,61,
159962,G. Hormaza,375000,2,3,High,Low,Right,51,46,56,65,41,61,52,48,68,67,57,54,60,62,51,60,57,84,81,51,74,64,56,46,66,74,61,71,59,
235226,Ângelo Neto,1100000,2,2,High,Medium,Right,54,50,41,71,61,70,59,66,66,71,66,60,62,73,68,77,53,78,64,45,83,63,66,62,54,66,53,61,55,
160219,M. Reineraso,575000,3,3,Medium,Medium,Right,37,70,65,63,59,66,47,48,51,69,71,76,72,65,68,58,59,72,67,62,58,32,72,68,61,72,49,39,42,
227547,D. Saint-Louis,1200000,3,3,Medium,Low,Right,65,73,53,61,68,73,58,49,58,72,79,78,78,49,73,66,60,64,59,55,39,24,62,56,64,59,26,36,30,
228827,J. Fuchs,1300000,2,3,Medium,Medium,Right,43,45,48,72,37,59,42,35,69,68,79,81,85,64,81,62,73,70,66,33,68,65,44,45,45,64,66,67,64,
236251,F. Rodríguez,1000000,3,3,Medium,Medium,Left,67,61,64,73,59,71,73,71,71,66,64,66,66,59,63,67,57,59,63,60,52,55,57,71,63,58,40,48,47,
238555,J. Savarino,1300000,4,4,High,Medium,Right,51,65,43,59,60,73,65,53,41,69,86,84,79,61,78,78,66,70,53,64,59,28,64,63,60,68,31,28,30,
173531,B. Amos,725000,1,2,Medium,Medium,Right,14,13,15,12,13,14,13,11,21,23,50,45,54,62,52,12,57,25,62,15,28,23,14,69,11,63,13,11,12,68
220380,R. Rabia,0,2,3,Medium,Medium,Right,43,39,70,68,55,54,36,34,64,55,48,53,61,63,64,70,76,58,83,65,65,65,45,53,43,60,64,65,63,
208861,J. Gastien,850000,2,3,High,High,Right,62,70,55,69,48,70,50,60,65,68,61,70,76,53,81,66,64,92,71,62,81,62,65,65,52,62,52,66,58,
221661,G. Vadalá,1500000,4,3,Medium,Medium,Right,62,58,39,65,58,76,71,62,57,77,81,75,86,56,85,62,55,69,38,58,44,20,54,62,54,54,16,16,20,
173533,D. Button,725000,1,3,Medium,Medium,Right,13,12,19,46,11,18,12,15,33,22,62,59,34,59,45,12,78,35,67,13,37,24,12,46,11,48,12,17,11,68
193757,Edu Ramos,975000,3,3,Medium,Medium,Right,57,46,34,78,37,52,48,53,74,70,65,67,72,63,74,66,54,73,66,49,61,66,56,64,48,58,53,66,61,
215262,F. Márquez,900000,3,3,Medium,High,Right,41,56,69,76,56,70,41,33,64,69,74,80,72,66,62,72,77,76,81,70,48,23,62,74,68,66,28,32,32,
220126,M. Diagne,1100000,2,2,Medium,Medium,Right,42,23,64,60,33,36,35,31,49,55,63,81,61,56,51,44,83,70,75,27,67,65,22,29,33,61,68,69,63,
222430,F. Viáfara,950000,3,3,Medium,Low,Right,71,49,51,58,25,65,29,34,53,63,83,84,90,59,87,67,85,88,33,55,60,64,44,58,38,51,63,60,66,
223710,V. Muriqi,1300000,2,4,Medium,Medium,Left,35,69,73,54,61,60,58,30,35,63,53,69,50,61,34,75,44,66,87,63,51,18,70,46,67,54,11,25,22,
225502,K. Balanta,1400000,3,3,Medium,Medium,Right,33,39,70,67,36,58,36,37,71,65,66,65,73,73,64,64,78,84,72,54,80,58,54,57,43,51,65,69,55,
45534,M. Antonsson,120000,2,4,Low,Medium,Right,40,29,67,51,26,37,32,30,50,50,33,34,43,62,41,58,71,32,80,26,75,71,32,40,41,62,62,69,65,
200671,V. Ulloa,925000,2,3,Medium,High,Right,44,50,67,75,42,61,66,57,64,66,57,54,67,66,74,79,72,80,69,60,73,67,46,61,53,63,63,63,59,
214495,E. Mosquera,925000,2,3,Medium,Medium,Left,71,36,69,56,34,57,59,34,55,58,70,72,58,60,57,59,74,78,75,47,60,65,49,51,49,54,68,67,68,
219871,J. Medranda,1000000,3,2,Medium,High,Left,64,52,44,63,37,68,46,42,56,70,78,71,78,65,86,69,54,72,61,58,76,67,61,64,42,62,66,69,67,
169184,P. Dixon,650000,2,3,Medium,Medium,Left,72,36,63,64,47,64,74,67,60,68,71,73,74,59,76,66,83,80,70,63,72,62,53,50,46,63,64,65,67,
213729,S. Rossbach,1400000,1,3,Medium,Medium,Right,13,15,14,29,19,17,16,21,18,23,45,44,36,65,55,22,70,44,65,19,20,18,11,65,15,30,19,18,17,68
228321,Sergi Palencia,1800000,2,3,Medium,Medium,Right,68,51,58,65,34,65,58,44,59,62,83,81,74,59,64,66,57,77,70,59,79,61,59,41,45,59,65,67,68,
239841,V. Lampropoulos,750000,2,2,Medium,Medium,Right,59,36,66,62,35,60,36,40,64,63,69,69,66,64,54,52,68,76,74,49,64,62,40,42,40,62,66,69,69,
200930,L. Tremolada,1200000,3,3,Medium,Medium,Left,65,54,45,71,53,73,67,70,66,69,75,74,73,62,72,56,41,74,58,62,38,26,60,68,60,70,24,22,28,
203746,J. Toral,1200000,3,4,Medium,Medium,Left,68,59,59,69,63,69,55,59,67,68,61,64,58,59,58,67,51,66,70,65,46,46,73,74,49,59,38,59,48,
226786,A. Bono,925000,1,2,Medium,Medium,Right,18,12,12,25,19,18,12,16,35,20,41,37,39,65,42,17,62,29,59,15,39,13,13,51,23,31,19,14,19,68
239842,G. Giakoumakis,1200000,2,3,High,Medium,Right,36,68,70,56,61,66,44,36,24,61,68,74,65,66,50,76,66,67,78,62,77,17,65,46,60,67,26,24,19,
